id,Número do Incidente,label,predicted,Nota1,Nota2,Comentário
1857,INC000026535886,elogio,elogio,5,5,quero registrar o empenho e todo o esforço realizado pelo atendente na solução do problema em questão. meu muito obrigada
1858,INC000026734632,elogio,elogio,5,5,muito eficiente! obrigada!
1859,INC000026738418,elogio,elogio,5,5,ótimo atendimento...
1860,INC000026744561,elogio,elogio,5,5,"atendente atenciosa e eficiente. resolveu a demanda, orientou o usuário e deu feedback ao solicitante sobre o resultado final. grato pelo atendimento impecável!"
1861,INC000026756897,elogio,elogio,5,5,bom trabalho de equipe
1862,INC000026761313,elogio,elogio,5,5,resolvido com sucesso. obrigado!
1863,INC000026765874,elogio,elogio,5,5,atendimento rápido e eficiente
1864,INC000026767639,elogio,elogio,5,5,agradeço o empenho do colega cleiton na solução do problema
1865,INC000026768762,elogio,elogio,5,5,"excelente profissional! alto conhecimento técnico, educada e super atenciosa com o cliente"
1866,INC000026769599,elogio,elogio,5,5,excelente atendimento.
1867,INC000026771693,elogio,elogio,5,5,excelente atendimento
1868,INC000026777172,elogio,elogio,5,5,ótimo atendimento
1869,INC000026778184,elogio,elogio,5,5,excelente
1870,INC000026779492,elogio,elogio,5,5,"excelente atendimento, sempre pontuando o andamento, estão de parabens"
1871,INC000026783191,elogio,elogio,5,5,obrigada pelo atendimento!
1872,INC000026783750,elogio,elogio,5,5,excelente atendimento
1873,INC000026784830,elogio,elogio,5,5,atendimento rápido e eficiente
1874,INC000026785416,elogio,elogio,5,5,"agradeço à camila e roberto que se prontificaram a resolver tudo, obrigada aos dois"
1875,INC000026785600,elogio,elogio,5,5,bom atendimento e profissional comprometido. muito bom!!
1876,INC000026786421,elogio,elogio,5,5,técnico envolvido solícito e executou a tarefa além das expectativas
1877,INC000026786666,elogio,elogio,5,5,atendimento rápido e eficiente
1878,INC000026787269,elogio,elogio,4,5,fui muito bem atendido pelo tic muito obrigado
1879,INC000026788146,elogio,elogio,5,5,atendente prestativo
1880,INC000026790574,elogio,elogio,5,5,excelente atendimento prestado
1881,INC000026791138,elogio,elogio,5,5,ótimo atendimento
1882,INC000026791591,elogio,elogio,5,5,ótima qualidade no atendimento e analista muito solícito para resolver o problema
1883,INC000026792679,elogio,elogio,5,5,"a solicitação foi atendida em tempo satisfatório, muito rapidamente. fiquei muito satisfeito"
1884,INC000026793307,elogio,elogio,5,5,ótimo atendimento
1885,INC000026793305,elogio,elogio,5,5,agradeço a cordialidade e profissionalismo contidos nos dois atendimentos
1886,INC000026794880,elogio,elogio,5,5,atendimento rápido e cordial. parabéns!
1887,INC000026794854,elogio,elogio,5,5,ótimo atendimento e sempre atenciosos.
1888,INC000026795040,elogio,elogio,5,5,muito satisfeita! obrigada ! o alto nível de conhecimento do profissional aumenta as facilidades diante dos problemas! gostaria de sempre ser atendida por profissionais assim. parabéns!
1889,INC000026795071,elogio,elogio,5,5,agradeço pela presteza e rapidez
1890,INC000026795420,elogio,elogio,5,5,parabéns pela agilidade
1891,INC000026795968,elogio,elogio,5,5,atendimento rápido e muito bom
1892,INC000026796432,elogio,elogio,5,5,o atendente leonardo foi educado e preciso no atendimento
1893,INC000026796574,elogio,elogio,5,5,muito bom o atendimento
1894,INC000026797023,elogio,elogio,5,5,"parabéns, muito bom o atendimento"
1895,INC000026797203,elogio,elogio,5,5,excelente atendimento
1896,INC000026797221,elogio,elogio,5,5,excelente atendimento
1897,INC000026797215,elogio,elogio,5,5,tudo ok! super bem atendido!
1898,INC000026797429,elogio,elogio,5,5,excelente atendimento
1899,INC000026797078,elogio,elogio,5,5,atendimento excelente!
1900,INC000026797597,elogio,elogio,5,5,excelente
1901,INC000026797831,elogio,neutro,5,5,execelente atuação
1902,INC000026798097,elogio,elogio,5,5,atendimento muito eficiente e cordial!!!
1903,INC000026798136,elogio,elogio,5,5,atendimento excelente
1904,INC000026798229,elogio,elogio,5,5,excelente
1905,INC000026798929,elogio,elogio,5,5,excelente trabalho
1906,INC000026799016,elogio,elogio,5,5,exelente atendimento
1907,INC000026799008,elogio,elogio,5,5,ótimo atendimento com eficiência e atenção
1908,INC000026799171,elogio,elogio,5,5,obrigado!
1909,INC000026799334,elogio,elogio,5,5,atendimento super eficiente
1910,INC000026799763,elogio,elogio,5,5,apresentou bom atendimento e dedicação
1911,INC000026799772,elogio,elogio,5,5,otimo serviço
1912,INC000026799707,elogio,elogio,5,5,"excelente, obrigado!"
1913,INC000026799809,elogio,elogio,5,5,excelente apoio/serviço
1914,INC000026800487,elogio,elogio,5,5,bom atendimento!
1915,INC000026800744,elogio,elogio,5,5,a atendente foi muito atenciosa e agradável
1916,INC000026801201,elogio,elogio,5,5,fui muito bem atendido
1917,INC000026801390,elogio,elogio,5,5,agradeço pelo atendimento
1918,INC000026801492,elogio,elogio,5,5,atendente bastante atencioso
1919,INC000026801423,elogio,elogio,5,5,atendente muito educada e eficiente
1920,INC000026801516,elogio,elogio,5,5,problema foi resolvido rapidamente!
1921,INC000026801575,elogio,elogio,5,5,excelente atendimento
1922,INC000026801707,elogio,elogio,5,5,obrigado
1923,INC000026801620,elogio,elogio,5,5,atendimento rápido e prestativo
1924,INC000026801731,elogio,elogio,5,5,ótimo atendimento
1925,INC000026801881,elogio,elogio,5,5,muito bem atendimento.
1926,INC000026801935,elogio,elogio,5,5,excelente atendimento
1927,INC000026801966,elogio,elogio,5,5,muito bem atendido
1928,INC000026801802,elogio,elogio,5,5,excelente atendimento
1929,INC000026802087,elogio,elogio,5,5,a atendente tania maria de araujo foi bastante prestativa
1930,INC000026801950,elogio,elogio,5,5,excelente atendimento e técnico da caroline
1931,INC000026802236,elogio,elogio,5,5,"agradeço a dedicação do colega da tic que me atendeu que foi persistente na tentativa de chegar a uma solução, e mesmo após o término de um primeiro atendimento sem solução, me ligou após poucos minutos com uma solução adequada"
1932,INC000026802247,elogio,elogio,5,5,"foram rápidos e eficientes, parabéns e obrigado!"
1933,INC000026802347,elogio,elogio,5,5,atendente muito solícita e paciente. excelente atendimento
1934,INC000026802393,elogio,elogio,5,5,excelente atendimento e condução da caroline
1935,INC000026802363,elogio,elogio,5,5,atendimento solicito e eficaz.
1936,INC000026802782,elogio,elogio,5,5,atendimento espetacular. super paciente para tratar o problema com uma rede lenta e um micro pior ainda
1937,INC000026802823,elogio,elogio,5,5,parabens pelo pronto atendimento
1938,INC000026802828,elogio,elogio,5,5,atendimento rápido e preciso
1939,INC000026803071,elogio,elogio,5,5,muito obrigado
1940,INC000026803072,elogio,elogio,5,5,plenamente atendido. excelente atendimento
1941,INC000026803075,elogio,neutro,5,5,otimo
1942,INC000026803331,elogio,elogio,5,5,"obrigado, marcos, por sua eficiência e altíssimo profissionalismo"
1943,INC000026803328,elogio,elogio,5,5,alto grau de satisfação. excelente atendimento
1944,INC000026802886,elogio,elogio,5,5,"o atendimento realizado pelo colega carlos, do vge, é sempre eficiente. além de contarmos com a gentileza, atenção e boa vontade que lhe é peculiar"
1945,INC000026803635,elogio,elogio,5,5,presteza e profissionalismo excelente. muito satisfeito c atendimento
1946,INC000026803680,elogio,elogio,5,5,sr: ana luiza foi ótima
1947,INC000026803764,elogio,elogio,5,5,"muito bem atendido pela mayara, que, com paciência aguardou os muitos minutos de lentidão ao baixar e instalar o bomgar (web881), sem contar a educação, efetividade e domínio do sistema"
1948,INC000026803522,elogio,elogio,5,5,agradecemos pelas orientações ref. abertura de sst
1949,INC000026803818,elogio,elogio,5,5,atendimento excelente
1950,INC000026803943,elogio,elogio,5,5,excelente atendimento e entendimento
1951,INC000026803914,elogio,elogio,5,5,excelente atendimento
1952,INC000026804188,elogio,elogio,5,5,obrigada
1953,INC000026804135,elogio,elogio,5,5,"o atendente foi super atencioso, prestativo e eficiente"
1954,INC000026804520,elogio,elogio,5,5,"o atendente marcel foryta, possui habilidade superior em atendimento excelente com o cliente. nota 10 com louvor"
1955,INC000026804606,elogio,elogio,5,5,parabéns pelo pronto atendimento
1956,INC000026804204,elogio,elogio,5,5,excelente atendimento
1957,INC000026805073,elogio,elogio,5,5,agradeço pelo pronto atendimento da equipe tic
1958,INC000026805489,elogio,elogio,5,5,muito bom o atendimento
1959,INC000026805525,elogio,elogio,5,5,chamando prontamente resolvido. atendente de parabéns
1960,INC000026806016,elogio,elogio,5,5,serviço de excelente qualidade
1961,INC000026806089,elogio,elogio,5,5,excelente atendimento. muito grato
1962,INC000026806253,elogio,elogio,5,5,equipe muito competente!! problema solucionado com rapidez e eficiência!!! parabéns!!
1963,INC000026806161,elogio,elogio,5,5,foi bem rápido o atendimento. obrigada!
1964,INC000026806196,elogio,elogio,5,5,excelente
1965,INC000026806282,elogio,elogio,5,5,excelente atendimento
1966,INC000026806607,elogio,elogio,5,5,ótimo atendimento
1967,INC000026806605,elogio,elogio,5,5,trabalho muito bem feito
1968,INC000026806769,elogio,elogio,5,5,parabéns a tic pela agilidade e resolução do problema
1969,INC000026806946,elogio,neutro,5,1,"não foi resolvido por questões de acesso ao sistema de captura do meu micro, e não por causa do atendimento em si. grato"
1970,INC000026807059,elogio,elogio,5,5,atendimento educado e eficiente
1971,INC000026807028,elogio,elogio,5,5,parabéns a tic pela agilidade e resolução do problema
1972,INC000026807676,elogio,elogio,5,5,"o atendimento foi rápido e de excelente, contendo muita simpatia e agilidade"
1973,INC000026807929,elogio,elogio,5,5,perfeito atendimento e bom conhecimento
1974,INC000026807718,elogio,elogio,5,5,ótimo atendimento
1975,INC000026808138,elogio,elogio,5,5,atendimento foi rápido.obrigada!!
1976,INC000026808387,elogio,elogio,5,5,parabéns a tic pela agilidade e resolução do problema
1977,INC000026808264,elogio,elogio,5,5,"ótimo, amplamente atendido!"
1978,INC000026808635,elogio,elogio,5,5,ótimo
1979,INC000026808645,elogio,elogio,5,5,parabéns ao profissional que esteve na gerência geral para fazer o atendimento
1980,INC000026808529,elogio,elogio,5,5,fui muito bem atendida. obrigada
1981,INC000026809150,elogio,reclamação,3,1,"a atendente foi bastante solicita, mas o problema não foi resolvido"
1982,INC000026809200,elogio,elogio,5,5,muito bom o atendimento
1983,INC000026809502,elogio,elogio,5,5,excelente
1984,INC000026809740,elogio,elogio,5,5,excelente
1985,INC000026675998,elogio,elogio,5,5,"tudo ok, ótimo atendimento"
1986,INC000026689356,elogio,elogio,5,5,ótimo atendimento
1987,INC000026734197,elogio,elogio,5,5,excelente atendimento!
1988,INC000026744914,elogio,elogio,5,5,excelente trabalho de solução e acompanhamento da técnica daniele
1989,INC000026749547,elogio,elogio,5,5,"tudo ok, ótimo atendimento"
1990,INC000026756588,elogio,elogio,5,5,muito bom o atendimento
1991,INC000026758858,elogio,elogio,5,5,"ótimo serviço prestado, destacar atenção e empenho prestado pelo profissional para solucionar a questão"
1992,INC000026769344,elogio,elogio,5,5,excelente profissional. parabéns marcela! obrigado pela ajuda!
1993,INC000026770909,elogio,elogio,5,5,"fui atendido por alguns dos melhores da equipe de ti, thiago e joyce"
1994,INC000026773650,elogio,elogio,5,5,ótimo atendimento
1995,INC000026773826,elogio,elogio,5,5,foi atendido o chamado! obrigado
1996,INC000026782814,elogio,elogio,5,5,"a bete é fantástica! tecnicamente competente e muito fácil de lidar, sempre mostrando foco no cliente e boa-vontade em ajudar o usuário. se forem demitir todo mundo, por favor, deixem ela por último!!"
1997,INC000026783368,elogio,elogio,5,5,excelente trabalho e atendimento
1998,INC000026784564,elogio,elogio,5,5,excelente atendimento
1999,INC000026785541,elogio,elogio,5,5,atendimento excelente
2000,INC000026786168,elogio,elogio,5,5,atendimento breve e eficiente. muito bom!
2001,INC000026786723,elogio,elogio,5,5,"chamado resolvido com muita rapidez, eficiência e cordialidade."
2002,INC000026787972,elogio,elogio,5,5,"atendimento muito bom. profissional atencioso, educado e competente"
2003,INC000026788471,elogio,elogio,5,5,agradecemos a conclusão do serviço
2004,INC000026789322,elogio,elogio,5,5,obrigado pelo pronto atendimento
2005,INC000026789593,elogio,elogio,5,5,"gostaria de registrar meu sincero agradecimento pelo ótimo atendimento e serviço do técnico que me atendeu, que fez um elogioso trabalho! obrigada!"
2006,INC000026789744,elogio,elogio,5,5,excelente atendimento. rápido e eficiente
2007,INC000026790959,elogio,elogio,5,5,"uma vez mais fui muito bem atendido pelo contratado robson, que resolveu meu problema em um curto espaço de tempo"
2008,INC000026792323,elogio,elogio,5,5,todos os atendentes foram muito solícitos e resolveram o meu problema de forma eficaz
2009,INC000026794264,elogio,elogio,5,5,atendimento rápido e eficiente
2010,INC000026796146,elogio,elogio,5,5,"problema totalmente resolvido, atendente hiper profissional"
2011,INC000026796736,elogio,elogio,5,5,otimo trabalho e muito eficiente
2012,INC000026797388,elogio,elogio,5,5,"agradeço o empenho da equipe na solução pois, pelo que percebi, não foi uma solução simples"
2013,INC000026797447,elogio,elogio,5,5,excelente
2014,INC000026800289,elogio,elogio,4,5,parabenizar pela agilidade no atendimento
2015,INC000026801200,elogio,elogio,5,5,atendimento realizado de forma eficiente
2016,INC000026801385,elogio,elogio,5,5,atendimento realizado prontamente
2017,INC000026803564,elogio,elogio,5,5,o serviço foi excelente!
2018,INC000026804079,elogio,elogio,5,5,atendimento rápido e eficiente!
2019,INC000026804141,elogio,elogio,5,5,agradeço o auxílio e a presteza no atendimento
2020,INC000026804417,elogio,elogio,5,5,atendimento realizado prontamente
2021,INC000026804528,elogio,elogio,5,5,obrigado.
2022,INC000026806001,elogio,elogio,5,5,a profissional demonstrou conhecimento e disponibilidade em solucionar o problema e orientar quanto ao uso da ferramenta
2023,INC000026806122,elogio,elogio,5,5,excelente atendimento. operador muito prestativo
2024,INC000026806324,elogio,elogio,5,5,"ótimo serviço, continuem assim, buscando a perfeição em tudo que fizerem. vocês estão de parabéns"
2025,INC000026806618,elogio,elogio,5,5,excelente atendimento.. operador prestativo
2026,INC000026807033,elogio,elogio,5,5,pronto e excelente atendimento
2027,INC000026807148,elogio,elogio,5,5,atendimento resolvido com agilidade
2028,INC000026807932,elogio,elogio,5,5,atendimento realizado com eficiência
2029,INC000026808546,elogio,elogio,5,5,resolvido com eficiência e rapidez
2030,INC000026808656,elogio,elogio,5,5,iracema é uma ótima profissional.
2031,INC000026808939,elogio,elogio,5,5,excelente atendimento
2032,INC000026809204,elogio,elogio,5,5,excelente atendimento
2033,INC000026809311,elogio,elogio,5,5,atendimento rápido e objetivo. deve ser a meta de todo o 881
2034,INC000026809417,elogio,elogio,5,5,muito satisfeito pelo atendimento
2035,INC000026810693,elogio,elogio,5,5,"parabens a equipe, fui bem atendido"
2036,INC000026811197,elogio,elogio,4,5,atendimento muito bom !
2037,INC000026811204,elogio,elogio,5,5,atendimento prestado com máxima eficiência
2038,INC000026811112,elogio,elogio,5,5,serviço the flash high quality. obrigado
2039,INC000026811242,elogio,elogio,4,5,serviço bem prestado com objetividade e clareza
2040,INC000026811387,elogio,elogio,5,5,atendimento prestado com máxima eficiência
2041,INC000026811310,elogio,elogio,5,5,"muito boa a equipe, thiago resolveu o problema, joyce sempre prestativa, ligou para verificar se foi tudo resolvido. nota 10"
2042,INC000026811464,elogio,elogio,4,5,ótimo atendimento
2043,INC000026811592,elogio,elogio,5,5,excelente
2044,INC000026811492,elogio,elogio,5,5,atendimento excelente
2045,INC000026811832,elogio,elogio,4,5,"atendimento excepcional, sem comentários"
2046,INC000026811876,elogio,elogio,5,5,excelente atendimento
2047,INC000026811907,elogio,elogio,5,5,o atendente foi solícito e deu as orientações necessárias. obrigado!
2048,INC000026812090,elogio,elogio,5,5,excelente atendimento
2049,INC000026812161,elogio,elogio,5,5,resolveu muito bem o problema. parabéns
2050,INC000026812176,elogio,elogio,5,5,excelente atendimento
2051,INC000026812198,elogio,elogio,5,5,problema resolvido com eficiência!
2052,INC000026812512,elogio,elogio,5,5,excelente atendimento. atendimento realizado em tempo que superou as expectativas
2053,INC000026812467,elogio,elogio,5,5,ótimo atendimento!
2054,INC000026812469,elogio,elogio,5,5,"atendimento excelente, além de resolver o problema, foi explicado da maneira a agirmos para não ocorrer novemente"
2055,INC000026812477,elogio,elogio,5,5,atendimento rápido e eficiente
2056,INC000026812691,elogio,elogio,5,5,excelente atendimento. muito obrigada
2057,INC000026812733,elogio,elogio,5,5,excelente atendimento e atencioso
2058,INC000026812565,elogio,elogio,5,5,"excelente atendimento, funcionária calma e muito segura da atividade"
2059,INC000026812720,elogio,elogio,5,5,serviço rapidíssimo
2060,INC000026812844,elogio,elogio,5,5,"técnico muito atencioso, rápido e preciso. o atendimento superou as minhas expectativas. parabéns!!"
2061,INC000026812995,elogio,elogio,5,5,ótimo atendimento
2062,INC000026812991,elogio,elogio,5,5,obrigado
2063,INC000026813192,elogio,elogio,5,5,ótimo atendimento
2064,INC000026812872,elogio,elogio,5,5,"gostaria de parabenizar o funcionário que me atendeu, pois compreendeu a urgência da situação e encaminhou com eficiência para a realização do serviço. parabéns pelo excelente atendimento! quando cheguei na sala de videoconferência, ela já estava incluída. muito obrigada!"
2065,INC000026813132,elogio,elogio,5,5,excelente atendimento!
2066,INC000026813085,elogio,elogio,5,5,atendimento excelente
2067,INC000026813172,elogio,elogio,5,5,muito bem atendido
2068,INC000026813153,elogio,elogio,5,5,muito obrigado !
2069,INC000026813203,elogio,elogio,5,5,atendimento excelente
2070,INC000026813447,elogio,elogio,5,5,gostaria de salientar e agradecer a presteza e esforço do prestador de serviços para solução do problema
2071,INC000026813396,elogio,elogio,5,5,agradeço o pronto e eficaz atendimento
2072,INC000026813420,elogio,elogio,5,5,muito obrigado
2073,INC000026813371,elogio,elogio,5,5,"ótimo atendimento, paciência, precisão e resolução do problema"
2074,INC000026813530,elogio,elogio,5,5,obrigado
2075,INC000026813461,elogio,elogio,5,5,excelente profissional
2076,INC000026813647,elogio,elogio,5,5,"parabéns pela agilididade a equipe da hp, em especial ao colaborador clayton"
2077,INC000026813748,elogio,elogio,5,5,muito rápido e eficiente
2078,INC000026813674,elogio,elogio,5,5,bom atendimento
2079,INC000026813804,elogio,elogio,5,5,muito competente no atendimento
2080,INC000026814179,elogio,elogio,5,5,excelente atendimento
2081,INC000026813873,elogio,elogio,5,5,excelente resolução do problema
2082,INC000026814093,elogio,elogio,5,5,"problema identificado rapidamente, pela experiência do técnico"
2083,INC000026814137,elogio,elogio,5,5,muito bom o atendimento
2084,INC000026814077,elogio,elogio,5,5,bom atendimento
2085,INC000026814480,elogio,elogio,5,5,bom atendimento
2086,INC000026814374,elogio,elogio,5,5,atendimento perfeito
2087,INC000026814837,elogio,elogio,5,5,ótimo atendimento pela funcionária
2088,INC000026814911,elogio,elogio,5,5,excelente
2089,INC000026815152,elogio,elogio,5,5,excelente atendimento
2090,INC000026815037,elogio,elogio,5,5,serviço resolvido com rapidez
2091,INC000026815040,elogio,elogio,5,5,ótimo atendimento
2092,INC000026815214,elogio,elogio,5,5,muito rápido e eficiente
2093,INC000026815406,elogio,elogio,5,5,excelente atendimento!
2094,INC000026815514,elogio,elogio,5,5,"atendimento rápido, excelente trabalho"
2095,INC000026815805,elogio,elogio,5,5,excelente atendimento
2096,INC000026816055,elogio,elogio,5,5,problema resolvido bem rápido!
2097,INC000026816063,elogio,elogio,5,5,"muito rápido o atendimento, excelente trabalho!"
2098,INC000026816136,elogio,elogio,5,5,obrigado pela atenção
2099,INC000026816266,elogio,elogio,5,5,excelente o trabalho do baraldi
2100,INC000026816265,elogio,elogio,5,5,"atendimento muito rápido, serviço concluído com perfeição. os técnicos estão de parabens"
2101,INC000026816269,elogio,elogio,5,5,"atendimento muito rápido, serviço concluído com perfeição. os técnicos estão de parabens"
2102,INC000026816273,elogio,elogio,5,5,"atendimento muito rápido, serviço concluído com perfeição. os técnicos estão de parabens"
2103,INC000026816299,elogio,elogio,5,5,atendimento preciso
2104,INC000026816276,elogio,elogio,5,5,"atendimento muito rápido, serviço concluído com perfeição. os técnicos estão de parabens"
2105,INC000026816430,elogio,elogio,5,5,"atendimento muito rápido, serviço concluído com perfeição. os técnicos estão de parabens"
2106,INC000026816659,elogio,elogio,5,5,excelente!!
2107,INC000026816810,elogio,elogio,5,5,"o técnico foi bastante atencioso, paciente transmitindo conhecimento de acordo avaliação"
2108,INC000026817587,elogio,elogio,5,5,atendente resolveu com agilidade o problema apresentado
2109,INC000026817518,elogio,elogio,5,5,atendimento prestado com máxima eficiência
2110,INC000026817683,elogio,elogio,5,5,"excelente atendimento, muito satisfeito"
2111,INC000026817951,elogio,elogio,5,5,atendente prestativo e eficiente
2112,INC000026817909,elogio,elogio,5,5,excelente atendimento
2113,INC000026817916,elogio,elogio,5,5,"rápido atendimento feito pelo luiz felipe, que deu retorno assim que foi feito"
2114,INC000026818476,elogio,elogio,5,5,excelente atendimento! parabéns!
2115,INC000026818278,elogio,elogio,5,5,atendimento rápido e eficiente. obrigado
2116,INC000026819025,elogio,elogio,5,5,rápido e eficiente
2117,INC000026819183,elogio,elogio,5,5,"atendente paciente, e conhecedor do assunto tratado"
2118,INC000026819228,elogio,elogio,5,5,excelente atendimento
2119,INC000026819643,elogio,elogio,5,5,atendimento rápido e objetivo!
2120,INC000026820240,elogio,elogio,5,5,"atendimento eficaz e competente do atendente, sr. gabriel"
2121,INC000026468967,elogio,elogio,5,5,"apesar da demora, eu entendo que o problema foi bem atípico. e a solução atendeu perfeitamente"
2122,INC000026526329,elogio,elogio,4,5,"bom atendimento, daniele"
2123,INC000026759759,elogio,elogio,5,5,agradeço pelas providencias
2124,INC000026764173,elogio,elogio,5,5,profissional destacado (sandoval) demonstrou total comprometimento para resolução do problema. está de parabéns!!!
2125,INC000026772672,elogio,elogio,5,5,excelente trabalho e rapidez no atendimento.
2126,INC000026773166,elogio,elogio,5,5,fui prontamente atendido
2127,INC000026773649,elogio,elogio,5,5,"excelente atendimento, adotou prontamente sugestão de solução e com isso a velocidade de impressão ficou excepcional"
2128,INC000026773810,elogio,elogio,5,5,"atendimento superou os registros deficientes da mesa telefônica do 881 e o especialista interagiu e descobriu a causa básica da falha, além de recomendar ação preventiva adicional"
2129,INC000026776360,elogio,elogio,5,5,resolveu rápido as falhas do navegador sem prejudicar os dados armazenados
2130,INC000026788426,elogio,elogio,5,5,eficiência de sempre
2131,INC000026790452,elogio,neutro,5,5,muito bom e satisfeito
2132,INC000026790508,elogio,elogio,5,5,o atendimento foi muito bom
2133,INC000026791443,elogio,elogio,5,5,obrigado! foram muito prestativos e interessados em resolver o problema
2134,INC000026793379,elogio,elogio,5,5,excelente atendimento
2135,INC000026795946,elogio,elogio,5,5,solicitei urgência no chamado de tratamento do dip ab-cr/gc/isi 187/2016 e fui prontamente atendido. agradeço a todos os envolvidos
2136,INC000026801079,elogio,elogio,5,5,atendimento feito pelo técnico jairo com muita presteza e boa vontade. resolução muito satisfatória
2137,INC000026806770,elogio,elogio,5,5,excelente!
2138,INC000026807841,elogio,elogio,5,5,excelente atendimento
2139,INC000026808228,elogio,elogio,5,5,excelente trabalho . obrigada!
2140,INC000026808811,elogio,elogio,5,5,atendimento excelente
2141,INC000026809885,elogio,elogio,5,5,"todos muito prestativos, obrigada!"
2142,INC000026810206,elogio,elogio,5,5,a resolução do problema foi a mais rápida que eu já recebi
2143,INC000026811321,elogio,elogio,5,5,"fui atendido rapidamente, grato"
2144,INC000026811735,elogio,elogio,5,5,ótimo atendimento!
2145,INC000026811756,elogio,elogio,5,5,ótimo atendimento
2146,INC000026811630,elogio,elogio,5,5,atendimento realizado com agilidade
2147,INC000026811944,elogio,elogio,5,5,"o ricardo foi um excelente profissional, muito atencioso. parabéns!"
2148,INC000026811847,elogio,elogio,5,5,agradeço o pronto atendimento da equipe. nota 10
2149,INC000026813602,elogio,elogio,5,5,ótima velocidade de resposta e linguagem do esclarecimento
2150,INC000026815055,elogio,elogio,5,5,excelente o atendimento
2151,INC000026815590,elogio,elogio,5,5,parabenizo a presteza do técnico com o atendimento ao gg
2152,INC000026815660,elogio,elogio,5,5,agradecer a atenção e o profissionalismo do técnico josé eduardo.
2153,INC000026815930,elogio,elogio,5,5,"excelente profissional super atenciosa, domina totalmente o assunto, sempre solicita em ajudar"
2154,INC000026816203,elogio,elogio,5,5,atendimento satisfatório > vip
2155,INC000026817015,elogio,elogio,5,5,excelente
2156,INC000026817018,elogio,elogio,5,5,excelente o atendimento do técnico. muito prestativo e proativo. parabéns!
2157,INC000026817320,elogio,elogio,5,5,excelente atendimento!
2158,INC000026817201,elogio,elogio,5,5,atendimento de qualidade
2159,INC000026817207,elogio,elogio,5,5,atendimento de qualidade
2160,INC000026818130,elogio,elogio,5,5,atendimento rápido e eficiente
2161,INC000026818367,elogio,elogio,5,5,a colaboradora que atendeu ao chamado (priscila valfre marozzi chave:att4) foi eficiente e prestou o serviço com eficácia
2162,INC000026818621,elogio,elogio,5,5,"excelente atendimento! cortez, ágil e eficaz!"
2163,INC000026819246,elogio,elogio,5,5,a atendente foi muito dedicada
2164,INC000026819510,elogio,elogio,5,5,"a disponibilidade, a atenção e o empenho da técnica iracema são sempre garantia de excelência no atendimento"
2165,INC000026819652,elogio,elogio,5,5,ótimo atendimento
2166,INC000026819654,elogio,elogio,5,5,gostei muito do atendimento do douglas ... que continuem com este padrão
2167,INC000026819669,elogio,elogio,5,5,"parabenizo a profissional que realizou o atendimento, mostrando cordialidade e competência."
2168,INC000026819663,elogio,elogio,5,5,excelente atendimento
2169,INC000026819934,elogio,elogio,5,5,agradeço pelo pronto atendimento da equipe
2170,INC000026819945,elogio,elogio,5,5,agradeço pelo pronto atendimento da equipe
2171,INC000026819897,elogio,elogio,5,5,muito bom o atendimento
2172,INC000026820065,elogio,elogio,5,5,a equipe foi muito rápida no atendimento
2173,INC000026820281,elogio,elogio,5,5,"fui muito bem atendido pelo gabrielli, muito obrigado"
2174,INC000026820755,elogio,elogio,5,5,obrigada pela agilidade
2175,INC000026820516,elogio,elogio,5,5,excelente atendimento!
2176,INC000026820964,elogio,elogio,5,5,obrigada! renata e lucélia! um ótimo fim de semana! forte abraço!
2177,INC000026821046,elogio,elogio,5,5,bom dia! agradeço as responsáveis: renata nascimento e lucélia! muito obrigada!
2178,INC000026821306,elogio,elogio,5,5,excelente atendimento
2179,INC000026821351,elogio,elogio,5,5,excelente atendimento! muito obrigado! a atendente merece o elogio pelo empenho e dedicação!
2180,INC000026821444,elogio,elogio,5,5,rápido e ótimo atendimento
2181,INC000026821542,elogio,elogio,5,5,destaque-se a rapidez do atendimento
2182,INC000026821784,elogio,elogio,5,5,destaque-se a rapidez do atendimento
2183,INC000026821628,elogio,elogio,5,5,o atendimento foi bem objetivo e rápido na solução
2184,INC000026821762,elogio,elogio,5,5,excelente atendimento!!!
2185,INC000026821885,elogio,elogio,5,5,atendimento rápido e eficiente por demais
2186,INC000026821883,elogio,elogio,5,5,atendimento eficaz e prestativo
2187,INC000026821972,elogio,elogio,5,5,atendimento por profissional altamente qualificado
2188,INC000026821876,elogio,elogio,5,5,"atendimento exemplar, ficou o tempo necessário para resolver problemas do meu computador além do sap e verificou soluções alternativas para a minha solicitação no contexto das dificuldades de aprovação de perfis durante a reestruturação. obrigado"
2189,INC000026822243,elogio,elogio,5,5,o atendimento foi rápido
2190,INC000026822112,elogio,elogio,5,5,atendimento por profissional altamente qualificado
2191,INC000026822481,elogio,elogio,5,5,resolução rápida pela profissional
2192,INC000026822262,elogio,elogio,5,5,otimo atendimento. ágile e educado
2193,INC000026822263,elogio,elogio,5,5,muito eficiente o atendimento
2194,INC000026822394,elogio,elogio,5,5,excelente atendimento
2195,INC000026822392,elogio,elogio,5,1,"atendimento prestado com máxima eficiência, informo que o chamado não foi concluído, devido o usuário precisar se ausentar para outra atividade"
2196,INC000026822438,elogio,elogio,5,5,obrigado pela rápida solução
2197,INC000026822439,elogio,elogio,5,5,excelente trabalho.
